c_02	c_1	c_2	c_3	c_4	t_1
7576946823047078699	14771401151246747869	11096048617339998235	13064374487915183079	3749581593251313035	1510948041295
16637365377046836562	14771401151246747869	4664266074244682108	13064374487915183079	13063420908343408112	1510630741345
11026608593250926548	14771401151246747869	14531555658603760182	10094732775563391999	17591679367798939946	1510711882146
16183057421666248902	14771401151246747869	5583284875424572627	13064374487915183079	12503043016275546053	1511215117185
16106214247848203537	14771401151246747869	9770267656776002597	13064374487915183079	13063420908343408112	1511216672197
17523343764742776083	14771401151246747869	16250059394084866318	11285758582461727578	3749581593251313035	1510464759183
10192574846104498284	14771401151246747869	6246658401529121957	10094732775563391999	17591679367798939946	1511224189407
16518691843247193043	14771401151246747869	14214653631676129954	11285758582461727578	7016525554915663222	1510427858454
1900528564260554127	14771401151246747869	18284368164833193099	10094732775563391999	7694759065736235622	1510677304260
4623449168855417425	14771401151246747869	11964167929254250793	1380988313069126961	7660639577192428716	1510941817231
6866608676323784282	14771401151246747869	16742027614832459630	1380988313069126961	12178632648159032351	1511050467425
5907614579229985228	14771401151246747869	15866038523066906062	4333393905363336546	8320321884579852591	1510795635277
9637829158823972611	14771401151246747869	13097014836900303196	10094732775563391999	2028780883034008475	1510780351153
8032201210120613596	14771401151246747869	10094040909434837018	1380988313069126961	15901097786019369221	1510448106316
2797030268493001080	14771401151246747869	15309633182318067756	13064374487915183079	8386389002440712090	1510948074238
12842005273866866940	14771401151246747869	3782933691173247332	10094732775563391999	7694759065736235622	1510681980348
16001625138235046595	14771401151246747869	17717340739720306095	1380988313069126961	8386389002440712090	1510879492453
6085848446529244799	14771401151246747869	17222721561384127686	1380988313069126961	8386389002440712090	1510945037453
10515323372589203708	14771401151246747869	8530321216944120157	10094732775563391999	3147549517309679058	1510453727250
8853868363585399990	14771401151246747869	1712483396021152090	10094732775563391999	15901097786019369221	1510428787203
1801395807750698379	14771401151246747869	7058027154140274838	11285758582461727578	12503043016275546053	1510627489114
4887208210164018651	14771401151246747869	2915911385353156327	3644727946432331242	15901097786019369221	1510417299450
957321599168760366	14771401151246747869	13427543433738361260	1380988313069126961	3749581593251313035	1510960997358
2234278696030196500	14771401151246747869	1334754023993759173	10094732775563391999	17679713111586431708	1510764510260
16205137939947543732	14771401151246747869	9191059802559075083	1380988313069126961	8386389002440712090	1510707415458
11131378106644475556	14771401151246747869	1710699164000911094	13064374487915183079	3749581593251313035	1510525024231
16472436480454572166	14771401151246747869	8263899022107389945	10094732775563391999	17591679367798939946	1510706579206
7333229017078917605	14771401151246747869	16717033675732979283	4333393905363336546	8386389002440712090	1510847928295
6794926743544838055	14771401151246747869	9902562911356743265	10094732775563391999	12503043016275546053	1511040468279
1952631669101527749	14771401151246747869	18252132605658617282	13064374487915183079	17513848080500584270	1511125873239
6435259991719619366	14771401151246747869	843526360810090314	4333393905363336546	6163343752015047808	1511221654171
2990627397978142306	14771401151246747869	11538418066962815322	1380988313069126961	15901097786019369221	1510683407475
1635793441673959297	14771401151246747869	3790403204558290639	11285758582461727578	15901097786019369221	1510451225485
11686587475399274687	14771401151246747869	4824504558603393366	10094732775563391999	12178632648159032351	1510797061396
1595520465775118204	14771401151246747869	3735910178595094226	13064374487915183079	8386389002440712090	1510712852349
8860458722884084875	14771401151246747869	3163168175958753167	13064374487915183079	6690428115669065630	1510792270370
13105016363714639485	14771401151246747869	16037109163139295837	10094732775563391999	12503043016275546053	1510418959481
8319825417287497056	14771401151246747869	4121412582136970055	11285758582461727578	12178632648159032351	1510439967266
2062252535976334962	14771401151246747869	10676439692356955416	11285758582461727578	12503043016275546053	1511029862121
3201049741554735294	14771401151246747869	2143015021295613279	1380988313069126961	8386389002440712090	1510811350251
14023904384508646922	14771401151246747869	12399338970850166166	3644727946432331242	3749581593251313035	1511223978185
9197787607159860905	14771401151246747869	13623850959276743837	3644727946432331242	6690428115669065630	1510510499447
15717573078136207264	14771401151246747869	16200771710133211500	1380988313069126961	8386389002440712090	1510848195216
6536810263819856580	14771401151246747869	1343969111714148313	10094732775563391999	12503043016275546053	1510700827239
12935613440274759130	14771401151246747869	1343969111714148313	10094732775563391999	12503043016275546053	1510361783452
15210938079854622931	14771401151246747869	8333590507737621377	13064374487915183079	12503043016275546053	1510787743355
1941002442702374131	14771401151246747869	12837394792193592009	3644727946432331242	8386389002440712090	1511131129488
1297924701653914956	14771401151246747869	3460643466459671312	3644727946432331242	6163343752015047808	1510762472202
12725602171356079112	14771401151246747869	9176074409616593936	10094732775563391999	12503043016275546053	1510595477105
11881459889092757846	14771401151246747869	4202409186984195296	11285758582461727578	3281218597957197232	1511033173427
14464919001482983167	14771401151246747869	306560565482757864	1380988313069126961	3749581593251313035	1510785767306
4946828770199892742	14771401151246747869	13672427950590017886	10094732775563391999	6459482643897777252	1511233344120
1214932844937611448	14771401151246747869	6281728137351101396	1380988313069126961	8386389002440712090	1510626351387
12799538183230604514	14771401151246747869	13119622477431986003	3644727946432331242	13063420908343408112	1511131293353
18403817454345835036	14771401151246747869	18402244039708910356	4333393905363336546	13455502243913888298	1510695835460
8241566818035055710	14771401151246747869	13267840318350257103	11285758582461727578	3749581593251313035	1511117666355
5786669167079165130	14771401151246747869	8362118585455202167	10094732775563391999	15901097786019369221	1510423094272
5341944227955271881	14771401151246747869	14499102380211675627	13064374487915183079	1270094705668066901	1510622351354
6452715989988584104	14771401151246747869	7684856254013698050	11285758582461727578	12503043016275546053	1510774197339
5775110932047069391	14771401151246747869	4291639838705623936	13064374487915183079	6690428115669065630	1510872086453
4789082463623546978	14771401151246747869	9318018567984050223	3644727946432331242	13063420908343408112	1510941350103
7844257594105286161	14771401151246747869	16701831499167426161	1380988313069126961	3749581593251313035	1511048893411
12977006810546395515	14771401151246747869	12506266128506679394	13064374487915183079	3749581593251313035	1510787159225
1222996479483829041	14771401151246747869	11081370831895374978	10094732775563391999	11824289999859544450	1511117827276
10537088570599138790	14771401151246747869	9744979518818156414	13064374487915183079	13063420908343408112	1510881032104
17660432785261961489	14771401151246747869	2485801805784490061	1380988313069126961	3749581593251313035	1510950169475
9913458179795388446	14771401151246747869	18278580627268463761	4333393905363336546	5909369383556397015	1510445264334
12051156959079756806	14771401151246747869	15115162634087055569	13064374487915183079	8386389002440712090	1510723013486
5548935667503438369	14771401151246747869	5985406736515101481	1380988313069126961	15901097786019369221	1510868543430
17707435807069690930	14771401151246747869	600933237299169988	1380988313069126961	8386389002440712090	1510957233143
6917746362679304847	14771401151246747869	7684183603628174522	11285758582461727578	12503043016275546053	1510783233248
2923014547744298756	14771401151246747869	15085440821931572796	1380988313069126961	8386389002440712090	1510955675125
6791206938406497096	14771401151246747869	17816091311785361346	3644727946432331242	349209589679409155	1510510823278
14748497506832429158	14771401151246747869	17861229885589395336	3644727946432331242	13063420908343408112	1511037323152
15094172818394255284	14771401151246747869	17558439343997788970	10094732775563391999	14738979299495365534	1510448607444
3966690687916047399	14771401151246747869	1889660515738268514	11285758582461727578	15901097786019369221	1510355855240
326021570653513283	14771401151246747869	14168942454279920707	13064374487915183079	8386389002440712090	1510678785409
15805364510728160784	14771401151246747869	276482014361963829	1380988313069126961	3749581593251313035	1511233544229
6516799669318281480	14771401151246747869	18389033398709911867	10094732775563391999	11671113340117470278	1510633043344
4579595024321520716	14771401151246747869	11881100460031975080	3644727946432331242	8386389002440712090	1510850060202
6116526893875530569	14771401151246747869	3078775540721281377	11285758582461727578	8386389002440712090	1510541694166
3139256681018757403	14771401151246747869	2776252163298018297	10094732775563391999	8386389002440712090	1510863605338
15011455953302005927	14771401151246747869	11991088647993044683	11285758582461727578	11433701526147951582	1511198575224
3210300435280995836	14771401151246747869	14754986809271295726	1380988313069126961	7660639577192428716	1510450570455
7405539010338274294	14771401151246747869	308424997062226139	4333393905363336546	8320321884579852591	1511129992201
6994064599176486950	14771401151246747869	600646985374166945	4333393905363336546	8594277609999955962	1510864120194
17980832492988115662	14771401151246747869	2369069103815042488	11285758582461727578	15901097786019369221	1510780675107
14337904653434119511	14771401151246747869	13264108507034295806	4333393905363336546	3749581593251313035	1511223722375
922146742363937023	14771401151246747869	8477850798900458472	13064374487915183079	3749581593251313035	1511116382236
12185511967285296876	14771401151246747869	4481149263392399626	10094732775563391999	14738979299495365534	1510876722347
3921886122861051691	14771401151246747869	5545419138050678321	3644727946432331242	3749581593251313035	1511219661338
3080454998334429727	14771401151246747869	6748779094107839391	1380988313069126961	8386389002440712090	1510684260240
16705421556912965553	14771401151246747869	5614933896307032699	10094732775563391999	17591679367798939946	1510703844446
8909393635563067352	14771401151246747869	1970027499151388446	1380988313069126961	13063420908343408112	1510510345464
14358658280466321159	14771401151246747869	8864252462888164482	4333393905363336546	13063420908343408112	1511217400204
3827415096829829825	14771401151246747869	2967804869732014875	4333393905363336546	13063420908343408112	1510873672452
13965014728490369456	14771401151246747869	14134393272320089912	13064374487915183079	8386389002440712090	1510945978237
15388876854630936465	14771401151246747869	15453010711851325381	4333393905363336546	3749581593251313035	1511137610439
14057361782795473904	14771401151246747869	11918417156963062739	10094732775563391999	7694759065736235622	1510676768235
11745219723605975369	14771401151246747869	16931918769572429117	10094732775563391999	6907752302084600497	1510793309177
3789969741671164312	14771401151246747869	1665202028800870883	3644727946432331242	7527979777863649906	1510699783270
6533326423967571904	14771401151246747869	12487744264569344922	4333393905363336546	8320321884579852591	1510790161171
6874142350897967284	14771401151246747869	18060882433644510147	11285758582461727578	3749581593251313035	1510433648381
8452241755883233316	14771401151246747869	5400688756666224324	13064374487915183079	17679713111586431708	1510517140449
17962726437043894955	14771401151246747869	9195849065037141333	3644727946432331242	8386389002440712090	1511242815225
15967898391295654268	14771401151246747869	10241949599738472458	11285758582461727578	1110603014897499905	1510700300335
1212598175787106017	14771401151246747869	7365232832257218736	11285758582461727578	3749581593251313035	1510617187378
15489467367312013773	14771401151246747869	690356897497808072	13064374487915183079	8386389002440712090	1510776180144
2296316869938832526	14771401151246747869	18095748354488892928	13064374487915183079	6690428115669065630	1510895525466
13647688774208064759	14771401151246747869	4803012980468186405	13064374487915183079	13063420908343408112	1511129087410
12607370628787832796	14771401151246747869	546864553840091451	1380988313069126961	8386389002440712090	1511232696247
13784113706193233151	14771401151246747869	11284501404302198401	13064374487915183079	8594277609999955962	1510801552320
2161034271815512364	14771401151246747869	16224614984882763853	3644727946432331242	8386389002440712090	1511231352258
423264599514841958	14771401151246747869	9080908947402328539	4333393905363336546	3147549517309679058	1510416079159
11686402708900899024	14771401151246747869	7257166355732179535	11285758582461727578	3749581593251313035	1511108635463
4326283186322917174	14771401151246747869	7409897218570749728	4333393905363336546	8386389002440712090	1510944071361
11992731420616284345	14771401151246747869	7415882608201282149	1380988313069126961	15901097786019369221	1510537549432
9667546448660135766	14771401151246747869	16084688976629456834	11285758582461727578	12503043016275546053	1511241428472
11820600470436080006	14771401151246747869	1754115263575482288	11285758582461727578	15901097786019369221	1510796295246
8559367816872894583	14771401151246747869	15747970606736811963	10094732775563391999	1529443052275030870	1511225251178
9456261157928193683	14771401151246747869	3839400563644663529	11285758582461727578	3749581593251313035	1511211064116
8328082036316718812	14771401151246747869	13942926201382496879	10094732775563391999	12178632648159032351	1510353609272
16583953125350946100	14771401151246747869	13327423565536287200	10094732775563391999	9186336969896257796	1510451740106
12780210373814851524	14771401151246747869	13246577810064066228	10094732775563391999	5811138887350930418	1510974325251
8588645864295529538	14771401151246747869	7513836991961067295	13064374487915183079	13063420908343408112	1510784092424
863514494157063782	14771401151246747869	4502045050821707954	11285758582461727578	13063420908343408112	1511052169211
14105043951012195357	14771401151246747869	3030696754818946188	13064374487915183079	12178632648159032351	1510515471391
8010198309788480923	14771401151246747869	17839560371405295988	13064374487915183079	13063420908343408112	1510625331171
3843471493304510493	14771401151246747869	14978768559040409693	4333393905363336546	3749581593251313035	1511199639338
1097510776935236260	14771401151246747869	11142503498766890493	11285758582461727578	15901097786019369221	1511129940136
3781530876736505487	14771401151246747869	9083287562949152727	1380988313069126961	8386389002440712090	1511136739427
4903727424398944189	14771401151246747869	18212175379187427937	11285758582461727578	15901097786019369221	1510455452118
11409357559362663397	14771401151246747869	12134431208811864626	10094732775563391999	12178632648159032351	1511058374209
11371966380367453330	14771401151246747869	16881404595448732177	13064374487915183079	15901097786019369221	1511060722319
1930618192361631118	14771401151246747869	4143051139355009772	10094732775563391999	11824289999859544450	1511109635469
12111513174549170463	14771401151246747869	17279044028519785830	11285758582461727578	15901097786019369221	1510700606335
15482638419921284370	14771401151246747869	13775803593759275513	13064374487915183079	11824289999859544450	1510880573342
16434089610174256758	14771401151246747869	6619004347888842024	1380988313069126961	3749581593251313035	1510424130357
1140634558414139477	14771401151246747869	16496797106262151317	13064374487915183079	7556926476606369952	1510807878167
5587900220146856469	14771401151246747869	7156550437860598589	11285758582461727578	12503043016275546053	1510799418105
1283387154101222012	14771401151246747869	9681302223892727001	13064374487915183079	3147549517309679058	1511035539277
4959292634958356953	14771401151246747869	211435362516551573	1380988313069126961	3749581593251313035	1510875698102
3633984054002496932	14771401151246747869	16474511279050731572	4333393905363336546	8386389002440712090	1511135145327
997712255692381476	14771401151246747869	1358193670921915415	10094732775563391999	12503043016275546053	1510790268223
9996208825788292958	14771401151246747869	13379770562963836929	11285758582461727578	1161362584357968911	1510599189163
559481114104863677	14771401151246747869	12062916270550261542	3644727946432331242	13063420908343408112	1510868497300
16111061238611380175	14771401151246747869	15570842471622278302	10094732775563391999	3147549517309679058	1511047358485
5589391754168729692	14771401151246747869	6466442064691498614	1380988313069126961	3749581593251313035	1510599349283
7346630841993965042	14771401151246747869	11435763796739796706	1380988313069126961	15901097786019369221	1511126685460
6421858166804603955	14771401151246747869	16196605592598969139	13064374487915183079	8386389002440712090	1510958118419
17935147027272702473	14771401151246747869	14448277463088397140	1380988313069126961	8386389002440712090	1510863806363
4027438433576915718	14771401151246747869	3032116373663216293	3644727946432331242	12178632648159032351	1510451481265
15585507694734741304	14771401151246747869	11968581296225008176	1380988313069126961	8386389002440712090	1510965010379
8800252814765100761	14771401151246747869	5166463007966099269	1380988313069126961	8386389002440712090	1510856081157
18155422937176976688	14771401151246747869	12342825326693139054	13064374487915183079	8386389002440712090	1510420441417
5178552156992777258	14771401151246747869	13531073469870414365	13064374487915183079	15901097786019369221	1511212610314
6233495367664125445	14771401151246747869	7880393559090183075	13064374487915183079	15216814587921139684	1511052163270
6702989856688587786	14771401151246747869	3090650104105583080	10094732775563391999	3241388764244219388	1510542592318
10017304256877883727	14771401151246747869	5795758538111314388	11285758582461727578	3749581593251313035	1510599986173
4952216840510658397	14771401151246747869	17006385641816674890	10094732775563391999	14738979299495365534	1510375895118
15259526083858676208	14771401151246747869	17142010204533429754	4333393905363336546	8320321884579852591	1511214976355
7177827790134969657	14771401151246747869	6574630277969623842	11285758582461727578	1110603014897499905	1511216973289
15090404177530388861	14771401151246747869	9294777693506591146	1380988313069126961	11671113340117470278	1510718594316
7778607587078405193	14771401151246747869	14203149741190902627	11285758582461727578	6163343752015047808	1511129253252
9306704676953135350	14771401151246747869	16753882795771633885	1380988313069126961	15901097786019369221	1510687750296
15913776887969844228	14771401151246747869	2921075489653718154	13064374487915183079	12178632648159032351	1511155062473
16765659697273528966	14771401151246747869	15939285465418530804	11285758582461727578	12503043016275546053	1510696310488
10955364924253447637	14771401151246747869	16495738606489267344	11285758582461727578	11072573334190504631	1510705309148
5756913781007009198	14771401151246747869	14910724738826813436	10094732775563391999	7694759065736235622	1510676637340
8811882041164286711	14771401151246747869	11850707532079085024	3644727946432331242	12178632648159032351	1510870922165
15017759528203042511	14771401151246747869	15867072733297486777	4333393905363336546	8386389002440712090	1511118738155
8569533519814490409	14771401151246747869	11993517284769293333	13064374487915183079	6163343752015047808	1510448531305
12641388562756682068	14771401151246747869	17468014780877652208	10094732775563391999	14738979299495365534	1510449947347
2305913939551517815	14771401151246747869	13975114083272094183	11285758582461727578	6163343752015047808	1511218783170
11031498394252328754	14771401151246747869	3988643886262515108	11285758582461727578	12178632648159032351	1511049092429
17526608975449977291	14771401151246747869	9568038386350010129	11285758582461727578	6004537435579880580	1511215526411
15263102810234874546	14771401151246747869	7289215358364251515	10094732775563391999	14738979299495365534	1510614295158
15048556608773247107	14771401151246747869	5048737375998697326	1380988313069126961	13063420908343408112	1510696678212
8151709568093811540	14771401151246747869	16909482775017045611	10094732775563391999	14738979299495365534	1510698274382
173782418433893131	14771401151246747869	15939285465418530804	11285758582461727578	12503043016275546053	1511132157129
1639484135581207375	14771401151246747869	8703662028328335335	11285758582461727578	3281218597957197232	1511148394141
6421673400306302852	14771401151246747869	16365409023231357708	10094732775563391999	12503043016275546053	1511220172433
2323369937820417041	14771401151246747869	2778629184947848106	4333393905363336546	6163343752015047808	1510771627295
7963465115913456134	14771401151246747869	12987723639540512742	10094732775563391999	7694759065736235622	1510689758422
9074871254155200079	14771401151246747869	313708606016196968	10094732775563391999	12503043016275546053	1511242906101
10096516481842009252	14771401151246747869	9469230074623454196	11285758582461727578	349209589679409155	1511039780400
5514145401570336318	14771401151246747869	581874867137998437	1380988313069126961	13063420908343408112	1510780720424
17570253789197901350	14771401151246747869	18130351699581848552	11285758582461727578	12503043016275546053	1510449164272
5640913170511771408	14771401151246747869	15752818080445944531	10094732775563391999	6459482643897777252	1511142658406
2436987372447103281	14771401151246747869	11590449359148890657	13064374487915183079	12503043016275546053	1510437257285
14718476511675322057	14771401151246747869	4481493148570813872	3644727946432331242	3147549517309679058	1510539552469
10206033488692513218	14771401151246747869	13082278111483034837	10094732775563391999	14738979299495365534	1510810016271
2033789582005211118	14771401151246747869	16846078910611848189	10094732775563391999	17591679367798939946	1510617871475
18433346546764689224	14771401151246747869	17997304482623384381	4333393905363336546	3749581593251313035	1511218042473
14668680491357219793	14771401151246747869	2240550200205844812	1380988313069126961	8386389002440712090	1510870869425
10762927773486254161	14771401151246747869	15295422888667918642	10094732775563391999	6459482643897777252	1511128249281
12876817416656761346	14771401151246747869	9931706547019901846	10094732775563391999	7694759065736235622	1511112313456
6554793162093628161	14771401151246747869	14566489649557054893	11285758582461727578	3749581593251313035	1510683068210
15482923284820499921	14771401151246747869	219292128364791605	1380988313069126961	8386389002440712090	1510795267118
9759209207606265997	14771401151246747869	13478874519538225007	13064374487915183079	11255986084234055811	1510789546306
8364971337260350708	14771401151246747869	999002652628559084	11285758582461727578	12503043016275546053	1510770080455
13169846321356404980	14771401151246747869	15640412112141992209	10094732775563391999	11824289999859544450	1511111958174
13479392848888425908	14771401151246747869	14101503711757612119	11285758582461727578	6949680126658602057	1510706774299
7900715475822091092	14771401151246747869	8935251147324140239	1380988313069126961	3749581593251313035	1510715907312
6389487729297205217	14771401151246747869	3186104915281511379	3644727946432331242	13063420908343408112	1510599110245
4199603765752299495	14771401151246747869	12913988816291076399	3644727946432331242	12178632648159032351	1510439038239
4216540070044648170	14771401151246747869	8099767973140368544	4333393905363336546	5909369383556397015	1511198191411
4903280207065092191	14771401151246747869	4693749888966794918	11285758582461727578	8303653698609915605	1510800416304
3191234333653931569	14771401151246747869	11784488387456138119	3644727946432331242	6690428115669065630	1511204427352
10557088588692754398	14771401151246747869	10813217524184869287	11285758582461727578	12503043016275546053	1510793999303
17051825218167220926	14771401151246747869	16821372038700790575	13064374487915183079	8386389002440712090	1510961760121
7116968371478423177	14771401151246747869	12874546357322790668	4333393905363336546	5909369383556397015	1511109006181
11807129595708203970	14771401151246747869	7480237637816725756	11285758582461727578	12178632648159032351	1510444296247
12811698670763967789	14771401151246747869	12522017098028419342	1380988313069126961	3749581593251313035	1511229682104
1065756145712811846	14771401151246747869	2206996603926954302	1380988313069126961	8386389002440712090	1510697235291
14903410590052700048	14771401151246747869	3954320411974259931	10094732775563391999	6163343752015047808	1511119194249
316686493504830514	14771401151246747869	10223583392741200896	10094732775563391999	13063420908343408112	1510619756192
9200166258581968901	14771401151246747869	6965206545242855003	1380988313069126961	11671113340117470278	1510597146403
6615932425828236642	14771401151246747869	6549634322396518428	11285758582461727578	12503043016275546053	1510678973209
6837137333268738430	14771401151246747869	17107540021609955576	1380988313069126961	8386389002440712090	1511203451108
15140863126466860085	14771401151246747869	16619517098454279625	10094732775563391999	14738979299495365534	1510875339199
15347123059314357831	14771401151246747869	2126665358833519862	1380988313069126961	12178632648159032351	1510694827366
15925055817739508514	14771401151246747869	3352773521048634282	10094732775563391999	12178632648159032351	1510809291281
5039479863030788735	14771401151246747869	318394125522370328	11285758582461727578	9450757977533935280	1511221167362
9876565142334141285	14771401151246747869	1081722863615290319	11285758582461727578	12503043016275546053	1510448035350
4548588338378022321	14771401151246747869	2745152676347931463	1380988313069126961	3749581593251313035	1510703927394
12632013679219927281	14771401151246747869	3605027716403149382	11285758582461727578	11072573334190504631	1510787833332
10756616329163439182	14771401151246747869	10496836435416775497	10094732775563391999	7527979777863649906	1510770458316
10134789819695301439	14771401151246747869	7058670605543686238	11285758582461727578	7016525554915663222	1510866702114
15884053320114747023	14771401151246747869	16299439394850744369	13064374487915183079	3749581593251313035	1510766152351
8046398217158258575	14771401151246747869	6272845784934519818	10094732775563391999	17679713111586431708	1510786486311
16612677512523520041	14771401151246747869	14300652229476207702	4333393905363336546	8386389002440712090	1510892362257
17084236742316375608	14771401151246747869	12666885619947836743	3644727946432331242	12178632648159032351	1510449859213
7859616727584176033	14771401151246747869	2761618606128822842	1380988313069126961	8386389002440712090	1510786862120
3419161972646690758	14771401151246747869	5308421231124560683	11285758582461727578	13063420908343408112	1510783764470
2725767901355335282	14771401151246747869	9376897495212498503	1380988313069126961	9186336969896257796	1511215179146
1439570935288691392	14771401151246747869	7414507112836625968	3644727946432331242	18244986807144649004	1511031688438
7564520001240467583	14771401151246747869	15155552690807704491	4333393905363336546	8386389002440712090	1510603779391
4128175330256583062	14771401151246747869	6990382763054488789	4333393905363336546	8386389002440712090	1510692660138
10714351091766290053	14771401151246747869	8973922890477482443	1380988313069126961	8386389002440712090	1510942726478
229629062644385765	14771401151246747869	602846833670645444	10094732775563391999	17591679367798939946	1510697555205
14289244027657969974	14771401151246747869	12508603801689934841	11285758582461727578	12503043016275546053	1510866137339
13754917102230638678	14771401151246747869	2532488783319921525	1380988313069126961	8386389002440712090	1510772670170
4044538602053590367	14771401151246747869	1784538871088422486	11285758582461727578	16422717910548974803	1511212258140
18285035700412945282	14771401151246747869	5670028279210293564	13064374487915183079	7694759065736235622	1510526843344
17757723730125788060	14771401151246747869	4712663083379745747	13064374487915183079	8386389002440712090	1510534000362
2316298189892277698	14771401151246747869	9400453554066994031	3644727946432331242	3749581593251313035	1511046710290
154936494610991795	14771401151246747869	10797829340625848405	1380988313069126961	3749581593251313035	1510866537438
8726260961348775505	14771401151246747869	14733723702718119312	3644727946432331242	12503043016275546053	1511057133276
14765567379277189756	14771401151246747869	12096504328486732390	13064374487915183079	13063420908343408112	1510966861187
5916169413381831458	14771401151246747869	3505746466899140886	1380988313069126961	17322256674161105329	1511224036234
8742067783892127876	14771401151246747869	12156183014127201981	10094732775563391999	15901097786019369221	1510532563163
7256288572183930815	14771401151246747869	1775023924695174640	11285758582461727578	12503043016275546053	1510785011454
8189078191073082410	14771401151246747869	3510764415919965558	13064374487915183079	12503043016275546053	1510956855416
12334844058010655541	14771401151246747869	17388386478077673599	1380988313069126961	8386389002440712090	1510959462213
895134048011862923	14771401151246747869	17548968680756028520	4333393905363336546	8320321884579852591	1510782752314
10195649238351750031	14771401151246747869	3707406985859098206	1380988313069126961	8386389002440712090	1510789475107
6193289477638887015	14771401151246747869	8125285332368431121	13064374487915183079	8386389002440712090	1510961278446
15301820595804013579	14771401151246747869	11846123478256617907	13064374487915183079	8386389002440712090	1510762949141
1694476391704844702	14771401151246747869	10238019379001531189	1380988313069126961	3749581593251313035	1510777968301
17518272772032159917	14771401151246747869	6956332902871442728	1380988313069126961	15901097786019369221	1510535201485
10845572080694002954	14771401151246747869	617247016268259237	11285758582461727578	3749581593251313035	1510437644353
10606330637611665128	14771401151246747869	17584544801182805865	11285758582461727578	15901097786019369221	1510678263459
14434061178299200320	14771401151246747869	10701512545132762605	3644727946432331242	6690428115669065630	1511033771208
8866838303187447987	14771401151246747869	8839908252025548019	11285758582461727578	8386389002440712090	1510509926161
6747738955238682006	14771401151246747869	18169730264304210656	13064374487915183079	1529443052275030870	1511237801440
12836275565424477478	14771401151246747869	14946145529945358122	11285758582461727578	12503043016275546053	1511137442433
9187922923020233424	14771401151246747869	18384326066801380100	3644727946432331242	6163343752015047808	1510514307110
17065876914943098905	14771401151246747869	15875187703616390351	10094732775563391999	17591679367798939946	1511152151128
13109069771636956661	14771401151246747869	15440106982247319609	1380988313069126961	7660639577192428716	1510416578473
12540024712445208152	14771401151246747869	13550419793368482240	10094732775563391999	7694759065736235622	1511217815489
3679868274095754714	14771401151246747869	10807800797959806170	10094732775563391999	8386389002440712090	1510872435234
17572584534996802990	14771401151246747869	9151418956232428759	1380988313069126961	3749581593251313035	1511231881322
1524276796777781613	14771401151246747869	8948697026590158465	4333393905363336546	12178632648159032351	1510706035169
11309102262012136925	14771401151246747869	5059025675199335148	10094732775563391999	12503043016275546053	1510964603275
9065805445676690452	14771401151246747869	277691558102825938	13064374487915183079	13063420908343408112	1511055691354
14627399078756493330	14771401151246747869	4038583001949442605	10094732775563391999	3749581593251313035	1510452235220
1578624716924644382	14771401151246747869	625851319768121199	10094732775563391999	3433531689542683723	1511228798253
16225332247663286319	14771401151246747869	6699510128554854322	4333393905363336546	16753307855305744920	1510681767480
16766150319758324210	14771401151246747869	4696264994343705618	1380988313069126961	8386389002440712090	1510795712184
10128928005991146906	14771401151246747869	896601836256666500	11285758582461727578	15901097786019369221	1510448099341
15735950257919764511	14771401151246747869	183841043501895279	13064374487915183079	8386389002440712090	1510860912225
7810083629832102781	14771401151246747869	2285183049104835440	4333393905363336546	11255986084234055811	1511130943426
2236603423820580914	14771401151246747869	17999703503780196303	1380988313069126961	8386389002440712090	1510798887306
12228927848037571937	14771401151246747869	1696619235530543439	1380988313069126961	8386389002440712090	1510946328329
2665371295114462002	14771401151246747869	5859393787949063116	13064374487915183079	13063420908343408112	1510690838149
7769384182925406828	14771401151246747869	3663363959841398310	10094732775563391999	3147549517309679058	1511034444308
14700718438819699191	14771401151246747869	13446054402405694464	10094732775563391999	17679713111586431708	1511130096125
351659333438975807	14771401151246747869	1203027119368622460	11285758582461727578	12503043016275546053	1510604778106
14775595773351454491	14771401151246747869	5223718771925859240	11285758582461727578	15901097786019369221	1510693161350
7185044903186592171	14771401151246747869	17336624523327690421	1380988313069126961	7660639577192428716	1510783057327
13000941539450562666	14771401151246747869	6237588704461654906	4333393905363336546	3749581593251313035	1511040874279
2856229144586909673	14771401151246747869	8858443497819185235	4333393905363336546	8386389002440712090	1510875324391
7236885246954512809	14771401151246747869	775215019820429565	3644727946432331242	12178632648159032351	1510530346474
4454646116996474444	14771401151246747869	2623803551669278156	10094732775563391999	11824289999859544450	1511110681176
6053770875315598396	14771401151246747869	16310728187103125101	1380988313069126961	8386389002440712090	1510768346454
6731319140469292238	14771401151246747869	240259896256644846	10094732775563391999	9792464426448954706	1511239687211
12829035334264742625	14771401151246747869	6361754902118023818	13064374487915183079	8386389002440712090	1510463326119
5255764882107636311	14771401151246747869	3890724949020834362	11285758582461727578	3749581593251313035	1510614816252
2144799223544429024	14771401151246747869	18131437948479282430	13064374487915183079	13063420908343408112	1511029420241
8759267961996475068	14771401151246747869	2872466833790929730	11285758582461727578	3749581593251313035	1510677748280
16032009406669436358	14771401151246747869	4104390003760700316	13064374487915183079	8386389002440712090	1510852176251
13851309610239695702	14771401151246747869	4918663919067141040	10094732775563391999	8386389002440712090	1510777757376
1264188388391346532	14771401151246747869	5175990523599241821	10094732775563391999	12306608871749386057	1511224918290
